feat	n.vars	mean.s	median.s	sd.s	cv.s	liptak.s	p.nom	fdr
ENSDARG00000000068	10	2.03118236593139	2.14501399675448	1.51173573800064	0.744263914140197	6.42316261951279	0.46626	0.904406750062547
ENSDARG00000000069	9	2.79339525792701	2.96816104222079	1.98860333809097	0.71189472110965	8.38018577378104	0.26234	0.72474535968661
ENSDARG00000000103	25	2.47059129839152	1.46635448287741	2.5818921500625	1.04505028886949	12.3529564919576	0.62115	0.979015236836755
ENSDARG00000000142	10	2.19282166470965	1.95479317828837	1.67142921116613	0.76222760750015	6.93431096304455	0.46849	0.905560451259038
ENSDARG00000000151	4	2.12626167454338	1.60826978402417	1.40666379265594	0.661566640407997	4.25252334908675	0.44617	0.889611396245822
ENSDARG00000000161	5	3.69150075854406	4.51678588235554	2.48760091234127	0.673872518266091	8.25444663509655	0.06303	0.373446030534351
ENSDARG00000000183	21	3.47162307306754	3.44175437370784	2.48949335140594	0.71709782398877	15.9089755166872	0.03041	0.24431992746114
ENSDARG00000000229	3	3.90304395697316	4.18656721241574	1.83208518400689	0.469399064987136	6.76027043765218	0.07607	0.410116997915219
ENSDARG00000000394	5	1.98847043854915	2.23400354066016	0.944840893491947	0.475159637867854	4.44635507184471	0.77161	1
ENSDARG00000000423	5	2.20161996909001	1.66871728755481	1.43092997915602	0.649944131705648	4.92297191150624	0.34496	0.801701103117506
ENSDARG00000000442	8	3.99011206565562	4.47206405060871	2.65768757040461	0.666068402759992	11.2857411972774	0.0185	0.181885969581749
ENSDARG00000000472	5	1.79396630814561	0.795861810691008	1.46233153471459	0.815138795012366	4.01143061435791	0.63096	0.984866696194886
ENSDARG00000000503	24	6.36675597723968	4.8470817042208	4.6962834718814	0.737625800120187	31.1906069221042	0.51373	0.931466017305893
ENSDARG00000000529	6	1.90017202602331	1.42669210447278	1.16993381388872	0.615698893503429	4.65445188726764	0.48404	0.9134728376734
ENSDARG00000000542	16	1.90066485859841	1.24243431763958	1.80650829914538	0.95046125095275	7.60265943439365	0.66779	0.994089778456837
ENSDARG00000000567	22	1.35186691682234	1.23710879817676	1.13044520644624	0.836210423066964	6.34081789184744	0.98135	1
ENSDARG00000000568	12	1.65387558273128	1.25560993204813	1.22718677923474	0.742006709602734	5.72919307737634	0.88855	1
ENSDARG00000000631	19	3.09224300007785	1.76928232284804	3.55320193512868	1.1490694408684	13.4787747462104	0.04363	0.300411536412078
ENSDARG00000000656	3	1.15404697147027	1.12903435013942	1.16675438009932	1.01101117107292	1.99886798890751	0.74107	1
ENSDARG00000000666	17	3.73774992372012	2.10245572445808	5.81346709138926	1.55533869574752	15.4111377376424	0.0733	0.403046028368794
ENSDARG00000000729	23	1.73087886691487	1.71077433334494	0.84607085485027	0.488809974529478	8.30100343298614	0.76186	1
ENSDARG00000000767	5	0.985595267551547	0.598498707937466	1.15817459079576	1.17510161516191	2.20385801654735	0.93748	1
ENSDARG00000000779	2	0.617842144626509	0.617842144626509	0.315593748381047	0.510799969095385	0.873760740336488	0.93847	1
ENSDARG00000000837	2	3.24375890734511	3.24375890734511	0.253335111788509	0.0780992419673548	4.58736783983599	0.14156	0.5639849331963
ENSDARG00000000857	9	2.65057297077496	2.47510545179259	1.26816959920402	0.478451117243997	7.95171891232488	0.25667	0.719385442397978
ENSDARG00000000943	13	2.80570859775706	2.17514976442408	2.40714299605364	0.857944762324198	10.1161262132232	0.10137	0.479852954822955
ENSDARG00000001014	21	2.43450810155845	1.71874194078945	2.31283904711906	0.950023146621899	11.1563176553748	0.2142	0.670029334409036
ENSDARG00000001015	38	1.66982620577873	1.37432059891949	1.53347227591438	0.918342442229931	10.293500045427	0.9559	1
ENSDARG00000001127	13	3.63144675122404	2.44843041039604	3.69005969095544	1.01614038253807	13.0933674656554	0.06622	0.381996770833333
ENSDARG00000001162	11	2.55465478231292	2.50590156509744	1.0899822345871	0.426665176889479	8.47283138181901	0.59954	0.965614085999169
ENSDARG00000001210	3	1.73242649343488	1.70528814162177	1.08969438059561	0.628998912637886	3.0006507070076	0.59205	0.963058070395977
ENSDARG00000001220	35	1.58857861348645	1.62007730573395	1.00231145823458	0.630948603818108	9.39815781911158	0.9994	1
ENSDARG00000001234	6	2.30905985659298	2.11254339360802	2.12866640676125	0.92187580182616	5.65601843419689	0.37342	0.830180037270642
ENSDARG00000001447	11	2.30867449056414	1.21359006692959	3.66600681077477	1.58792710958527	7.65700704826616	0.31974	0.782248097191543
ENSDARG00000001557	2	0.311838634723692	0.311838634723692	0.441006426498154	1.4142135623731	0.441006426498154	0.97245	1
ENSDARG00000001559	18	2.13725271415193	2.59538121170037	1.51787946378793	0.710201210056821	9.06759532371711	0.44494	0.888848188611183
ENSDARG00000001634	46	3.85829438707084	1.71449997464728	5.22004151073155	1.35294018212398	26.1682257051545	4e-05	0.00178229885057471
ENSDARG00000001676	14	4.73234267663357	4.62062696288311	3.19241922040936	0.674595953537401	17.7068049327715	0.07215	0.399271199143469
ENSDARG00000001710	26	3.19791817639569	2.38477996372536	3.64012050868348	1.1382781884639	16.3062471843147	0.18475	0.630710616258741
ENSDARG00000001712	2	2.26038658306408	2.26038658306408	0	0	3.1966693619754	0.29738	0.763455138888889
ENSDARG00000001729	12	1.50315227416202	1.62097364684807	1.1533440662646	0.767283585362346	5.20707222072264	0.9755	1
ENSDARG00000001733	6	4.99581779487776	4.9879489712076	1.49767841605291	0.299786436884965	12.2372044453667	0.00478	0.0757859713701432
