feat	n.vars	mean.s	median.s	sd.s	cv.s	liptak.s	p.nom	fdr
ENSDARG00000032802	15	2.64968434308937	2.25294831497869	1.9125845495703	0.721815998406941	10.2621833334917	0.25593	0.583986982200647
ENSDARG00000032820	5	3.47832226251881	2.19315229999806	2.67216348456117	0.76823344212682	7.77776502664293	0.0733	0.285407869305108
ENSDARG00000032831	5	1.49875333011172	1.1692680663301	0.896023245292503	0.597845707689409	3.351314327634	0.68241	0.939004558608356
ENSDARG00000032856	25	3.31702594742865	2.64024438175962	3.11029785188406	0.937676672169285	16.5851297371432	0.00884	0.067080932735426
ENSDARG00000032859	9	2.95514248014965	1.96770110303155	3.08736241375458	1.04474232105324	8.86542744044895	0.09452	0.336729987368421
ENSDARG00000032865	33	2.76451446761182	2.09267741435429	2.48824734954869	0.900066676698642	15.8809265464569	0.95914	1
ENSDARG00000032876	17	1.55339688877968	1.43956230368816	1.0520787567575	0.677276209548739	6.40481945094446	0.82297	1
ENSDARG00000032933	37	2.69902524109411	2.30150738568303	2.08846605045428	0.77378529798694	16.4175296048564	0.07056	0.27819578751165
ENSDARG00000032951	8	1.91512608730051	1.44916269440596	1.47818099059657	0.771845258857161	5.41679457262981	0.64051	0.912132215870881
ENSDARG00000032959	5	2.49063200655928	2.64570394234645	1.19557214400207	0.480027615823387	5.56922247360326	0.52956	0.841304162912913
ENSDARG00000032985	4	0.499178304942486	0.372360152963967	0.547294379286953	1.09639055597581	0.998356609884971	0.99131	1
ENSDARG00000032990	13	2.07790989450715	1.38555567604735	2.64939002648828	1.27502642606968	7.49201067043949	0.40397	0.738705461422088
ENSDARG00000032997	5	1.08319655782173	0.958081677855914	0.691227739145336	0.638136942140372	2.42210113628317	0.89954	1
ENSDARG00000033012	30	2.46889090286682	1.86152892167181	2.50275544123638	1.01371649850151	13.5226723951945	0.12906	0.4044358
ENSDARG00000033042	2	0.345774833884695	0.345774833884695	0.48899945960704	1.4142135623731	0.48899945960704	0.94978	1
ENSDARG00000033089	2	1.82370920762503	1.82370920762503	1.09726911557805	0.601668901484025	2.579114295248	0.41827	0.752104870378241
ENSDARG00000033099	19	2.4385900862366	1.74446101063095	2.45245880464739	1.00568718723539	10.6295677506255	0.20598	0.523205277694386
ENSDARG00000033126	8	1.73563727328779	1.8884308111602	0.738881098461279	0.425711702458214	4.90912354248771	0.58151	0.877033174688057
ENSDARG00000033138	4	12.9025251829826	11.8152333035743	7.18081481970805	0.556543367896619	25.8050503659651	0	0
ENSDARG00000033140	5	13.8214609841296	5.75017693368773	18.2851699485428	1.32295492998452	30.9057263088748	0	0
ENSDARG00000033170	2	2.39232795550972	2.39232795550972	0.682556611282963	0.28531063632433	3.38326264032615	0.25279	0.580107455926227
ENSDARG00000033179	3	3.00881770443673	2.41172043961231	2.50322519090287	0.831963062172785	5.21142513479718	0.18953	0.495860646258503
ENSDARG00000033182	5	2.33236539099345	2.34935482833729	1.66826875700156	0.715269041224699	5.21532756262923	0.39653	0.732541556768559
ENSDARG00000033184	8	1.49423221097066	1.08967550815356	1.30725680755589	0.874868576622829	4.22632691617889	0.97212	1
ENSDARG00000033259	25	3.46686065178659	2.18641395806165	3.23013840203182	0.931718556489202	17.334303258933	0.00526	0.0452745269582909
ENSDARG00000033327	15	2.3357647508913	2.12664862755447	0.986173405917339	0.422205791718121	9.0463779808603	0.25757	0.586328861985472
ENSDARG00000033364	12	4.84208486076723	3.78625177258217	3.85024078687837	0.79516177382077	16.7734739868178	0.00136	0.0154042302543507
ENSDARG00000033367	9	4.11352788116805	3.81985928999704	2.11136766898503	0.513274184587635	12.3405836435041	0.01088	0.0776841181434599
ENSDARG00000033411	5	2.56398610254593	2.44566415994445	1.1812687243492	0.460715728207827	5.73324721865745	0.21092	0.529710335411101
ENSDARG00000033413	5	3.57139928444457	3.19301503517399	2.47067793281983	0.691795494158551	7.98589157481217	0.07643	0.291973226534296
ENSDARG00000033418	9	1.71028110917763	1.31793152440493	1.18139994301282	0.690763604107681	5.1308433275329	0.64161	0.912533570347958
ENSDARG00000033437	2	4.42608153261052	4.42608153261052	1.40381234284946	0.317168206800178	6.2594245315869	0.06381	0.261831430649855
ENSDARG00000033446	10	1.80242353080142	1.92870913052087	0.766680354089184	0.425360821686727	5.69976366561514	0.56405	0.865710369967356
ENSDARG00000033451	3	5.73943436418119	4.09886970767191	5.02048569117518	0.874735274003159	9.9409919254686	0.02743	0.146426012618297
ENSDARG00000033489	25	3.13446738464999	1.66971573311489	4.20982192442566	1.34307408813436	15.6723369232499	0.0204	0.120114405010438
ENSDARG00000033539	9	2.53579613549931	2.98328233474566	1.20567256747934	0.475461158174664	7.60738840649794	0.21697	0.538235653575615
ENSDARG00000033551	6	2.8858634748585	1.58172359269207	3.24955788647529	1.12602620144206	7.06889298073851	0.12771	0.401379287305123
ENSDARG00000033567	2	3.19709627581244	3.19709627581244	0.835418973230737	0.261305541391131	4.52137691346646	0.48305	0.807564918000395
