feat	n.vars	mean.s	median.s	sd.s	cv.s	liptak.s	p.nom	fdr
ENSDARG00000000001	10	1.67645774949041	1.22962741706255	1.53472086640546	0.915454545079925	5.30142488942969	0.71569	0.961995753887762
ENSDARG00000000002	4	2.26421370953001	1.22962741706255	2.34641174019151	1.03630312382419	4.52842741906002	0.30686	0.627933793103448
ENSDARG00000000068	8	1.79279106792076	1.37730769338784	2.04393226225427	1.14008391654069	5.07077888550976	0.60507	0.899685235602094
ENSDARG00000000069	3	4.63211311913683	4.99279358689379	1.18127411939724	0.255018409312371	8.02305526875134	0.03129	0.151810909090909
ENSDARG00000000086	21	3.66332503865355	2.44566415994445	3.7550629682502	1.02504225768357	16.7874642848569	0.00532	0.0422152988047809
ENSDARG00000000142	10	3.92677488485804	3.33352977230877	3.8657710292474	0.984464641493488	12.4175524948968	0.01367	0.0848585792349727
ENSDARG00000000151	4	0.976013914714221	0.550628138281071	0.960474824834144	0.984079028335751	1.95202782942844	0.94523	1
ENSDARG00000000161	5	3.08411987639915	2.74374837577984	2.19701945072585	0.712365128067258	6.89630169438674	0.10601	0.337736987179487
ENSDARG00000000183	28	1.75450204682031	1.26477927726497	1.60821985289532	0.916624666132421	9.28395218128071	0.98452	1
ENSDARG00000000189	5	7.47192788682978	8.09482135063348	2.06880192792951	0.276876591860052	16.7077386779277	0.00034	0.0047683950617284
ENSDARG00000000324	5	2.91192090240812	2.5748031571668	1.99275489383715	0.684343758166357	6.51125308288709	0.22724	0.531904084755739
ENSDARG00000000394	5	1.82528012597149	1.91604543814665	0.945587519848557	0.518050630362985	4.08145043965162	0.85455	1
ENSDARG00000000423	6	2.51233536071197	2.0553411349643	2.10145182927898	0.836453549212258	6.15393969649544	0.23463	0.541035206946454
ENSDARG00000000442	8	3.63493318156485	2.48379312757523	4.66037469408117	1.28210738995617	10.281143607378	0.02367	0.125065674418605
ENSDARG00000000503	27	8.73490763943565	6.21805925619172	6.65594572827699	0.761993830161097	45.3879114927722	0.11773	0.359165841318513
ENSDARG00000000529	8	1.12536826995644	0.836815073183197	1.41204996956211	1.25474478644823	3.18302214007349	0.92365	1
