feat	n.vars	mean.s	median.s	sd.s	cv.s	liptak.s	p.nom	fdr
ENSDARG00000000001	12	1.93986923282318	1.91025393058475	0.80144177565502	0.413142165510117	6.71990414257883	0.49045	0.992364988174077
ENSDARG00000000002	5	2.41373671739784	1.90968754712783	0.986929538688749	0.408880360304052	5.39727937988877	0.22032	0.764282482758621
ENSDARG00000000103	26	2.61317290414709	2.14990983857536	1.5256787967118	0.583841503289184	13.3246196306379	0.77628	1
ENSDARG00000000151	5	1.11087978864894	0.295869859313381	1.42439878286171	1.28222585145246	2.48400272224962	0.92116	1
ENSDARG00000000161	12	3.70837463781628	2.65267743145653	4.1192923878727	1.1108080467022	12.8461865723953	0.00733	0.108628821490468
ENSDARG00000000183	25	2.29139827583106	2.07507254798171	1.629381013644	0.711085903672963	11.4569913791553	0.86656	1
ENSDARG00000000189	12	1.68777677093783	1.62832051320927	0.65765777067226	0.389659214415439	5.84663023819771	0.90533	1
ENSDARG00000000229	18	2.25030620431559	2.49139194383437	1.05639738168639	0.46944606012304	9.5472406609063	0.22712	0.772208
ENSDARG00000000324	6	1.5384768987368	1.62516874414934	1.01455037192785	0.659451157674754	3.76848338296466	0.90246	1
ENSDARG00000000370	28	1.9723884043231	1.65235060129558	1.32352755757073	0.671027853677202	10.4368984133329	0.95026	1
ENSDARG00000000423	8	1.24606587151081	1.06555598572877	0.874168761635277	0.701542977479498	3.52440651020166	0.90617	1
ENSDARG00000000442	10	1.81640495309472	1.61191390894418	1.57002957470877	0.864360985161272	5.74397680499062	0.64112	1
ENSDARG00000000503	17	4.58187363934001	3.53807034696288	3.46774672536639	0.756840323048694	18.8915489782321	0.93482	1
ENSDARG00000000529	17	1.50563980352528	1.31922273696803	1.20122333216756	0.797815871601586	6.20791194406895	0.85839	1
ENSDARG00000000568	14	2.66501607199564	2.19168825929767	2.04208310034325	0.766255454067144	9.97157707165374	0.24148	0.786327296268088
ENSDARG00000000656	10	0.965798943423131	0.548241995737757	0.842920719328199	0.872770388773249	3.05412442300119	0.99096	1
ENSDARG00000000666	11	3.73622600272381	2.68357392122609	2.59178508257987	0.693690660225156	12.3916597830043	0.17074	0.69325628679962
ENSDARG00000000690	2	3.18177783168759	3.18177783168759	1.71696377542693	0.539624029788486	4.49971336203065	0.14424	0.639242632124352
ENSDARG00000000729	27	1.95567076300077	2.00177047933216	0.985719255308436	0.504031288884206	10.161963373183	0.54172	1
ENSDARG00000000767	5	2.28104557897344	1.70958820901628	1.66854639260731	0.731483144391275	5.10057297435997	0.30508	0.852334403789611
ENSDARG00000000853	11	2.38019096678773	2.13702163695074	1.47982561798186	0.621725583632062	7.89420036622817	0.85555	1
ENSDARG00000000857	6	2.66964960615601	2.15763532065797	1.81602731042621	0.680249312957997	6.53927932710429	0.23626	0.781834078947368
ENSDARG00000000943	15	2.78659554602863	2.41417397646796	1.81626416679722	0.651786072573647	10.7924381423846	0.06469	0.433514255485893
ENSDARG00000001015	35	2.43450809309953	2.52656002771823	1.39211229416722	0.571824878345273	14.4027441113785	0.19832	0.734593486357731
ENSDARG00000001057	8	3.09234699039599	3.00362150091977	1.69448813503271	0.547961836202515	8.74647810676327	0.39929	0.929639431910845
ENSDARG00000001127	12	3.18766108507318	2.084227597037	2.99670833121077	0.940096281014134	11.0423819133138	0.58057	1
ENSDARG00000001129	30	1.84255490520076	1.5718277176171	1.55731425174159	0.845192860926936	10.0920888502025	0.88758	1
ENSDARG00000001169	5	2.3588854200794	2.3331065642714	0.852671321804419	0.36147212346402	5.2746281504307	0.2461	0.790719017622797
ENSDARG00000001210	3	0.236916788812632	0.175610311296146	0.272786698343941	1.15140298714616	0.410351915389544	0.99949	1
ENSDARG00000001220	43	2.23193870147557	1.61427010702224	2.10262304510792	0.942061286771832	14.6358008249365	0.92496	1
ENSDARG00000001234	8	2.76873703702281	2.22807674790731	2.0544756143788	0.742026269344795	7.83117093680472	0.13161	0.616318242059146
ENSDARG00000001244	11	3.28749384317148	2.53910534262441	2.4053660248235	0.731671643984896	10.9033835784033	0.45911	0.974047417038138
ENSDARG00000001303	7	1.89518994459722	2.19699541797725	1.34013827763827	0.70712610177081	5.01420128063452	0.48538	0.988466275303644
ENSDARG00000001447	12	1.23976818293247	1.15065230409154	0.982922463600768	0.792827624657881	4.29468296489277	0.94781	1
ENSDARG00000001463	21	2.04535599063997	1.26136120626724	1.9811734329651	0.96862034874683	9.37299865023904	0.47412	0.983209677888109
ENSDARG00000001557	4	0.911835743397093	0.73046450776336	0.988422567568314	1.08399190832977	1.82367148679419	0.95177	1
ENSDARG00000001558	16	2.42346604184895	1.22628472503574	3.71087192293237	1.53122505488099	9.6938641673958	0.15902	0.665905984329089
ENSDARG00000001621	2	2.58567501283754	2.58567501283754	0.456985024834314	0.176737224347779	3.65669667104408	0.25904	0.803719535558781
ENSDARG00000001634	40	1.74526037530613	1.41442468275418	1.76700156152228	1.01245727372475	11.0379957920153	0.96739	1
ENSDARG00000001656	8	2.39696973206627	1.87613235525588	2.6428501372169	1.10257968711965	6.77965420737185	0.21203	0.756686865360567
ENSDARG00000001676	15	3.74324422146785	2.77849746865565	3.31693997838812	0.886113697675712	14.4975225305321	0.84814	1
ENSDARG00000001710	28	2.83086912884277	2.93034943093229	1.96078077716957	0.692642678953908	14.9795514181761	0.68774	1
ENSDARG00000001733	7	1.02537002107469	1.04338676606664	0.720596568195236	0.702767345821151	2.71287407758468	0.97966	1
ENSDARG00000001734	6	1.95022138301049	0.790542415291504	2.88617583733925	1.47992215780341	4.77704727384063	0.68754	1
