feat	n.vars	mean.s	median.s	sd.s	cv.s	liptak.s	p.nom	fdr
ENSDARG00000000019	1	74.0184170769724	74.0184170769724	NA	NA	74.0184170769724	0	0
ENSDARG00000000068	8	1.29217348306656	0.967164073067124	1.58447321662591	1.22620780985667	3.65481852938322	0.89125	1
ENSDARG00000000086	24	1.45437579298317	1.1194240873586	1.3703286582069	0.942210854181037	7.12495717412885	0.99255	1
ENSDARG00000000103	26	2.81259635442252	2.43988345052998	2.15201773181405	0.765135647150444	14.3414836950604	0.37173	0.909275909607732
ENSDARG00000000142	9	2.34578944440269	1.9826747803625	1.98019601881981	0.844149087440381	7.03736833320808	0.33657	0.885246517719569
ENSDARG00000000151	5	1.02154902834538	0.751722452661894	1.01390885010836	0.992520987221337	2.28425306972913	0.94213	1
ENSDARG00000000161	15	2.65657420889323	1.81776120317886	2.01950427313159	0.760191176429794	10.2888676690076	0.09514	0.553002927161334
ENSDARG00000000183	1	55.4208725489123	55.4208725489123	NA	NA	55.4208725489123	0	0
ENSDARG00000000189	13	1.78953179650541	1.66953481930634	0.948885801339432	0.530242493143967	6.45224865137345	0.78391	1
ENSDARG00000000229	17	2.24524721895765	2.06978703272788	1.28608873742837	0.572804957320216	9.25739143938668	0.23455	0.772197050886662
ENSDARG00000000241	21	1.47392245402969	1.06562983502618	1.03586034143299	0.702791614715522	6.75436121408613	0.98273	1
ENSDARG00000000324	8	2.49118712917127	2.83231147367869	1.1281600513799	0.452860420708416	7.04614124896662	0.30881	0.860494074436827
ENSDARG00000000370	30	1.51181625146731	1.51192326572477	1.31480238873585	0.869683989347094	8.28055863731546	0.99575	1
ENSDARG00000000423	8	1.49236368691492	1.2077725559164	1.12133980290938	0.751385076400148	4.2210419320564	0.73574	1
ENSDARG00000000442	10	1.97981164630395	2.00610523816916	0.986782140840796	0.498422232581059	6.26071414044816	0.43901	0.954150840336134
ENSDARG00000000472	5	3.10517244820013	1.99541599334156	2.19465360842531	0.706773502932955	6.94337667603493	0.11164	0.586728694581281
ENSDARG00000000476	2	0.908880601589431	0.908880601589431	1.28535127334559	1.4142135623731	1.28535127334559	0.78729	1
ENSDARG00000000489	1	0.674815068749066	0.674815068749066	NA	NA	0.674815068749066	0.7966	1
ENSDARG00000000503	23	5.20603919094912	4.83726147974821	3.86732781041384	0.742854148531444	24.9672868635553	0.61414	1
ENSDARG00000000516	7	1.94010160246291	1.92870913052087	0.90676320541817	0.467379236359095	5.13302635831475	0.414	0.936023841059603
ENSDARG00000000529	12	1.84893210660188	1.78493868961357	1.36343787416606	0.737419113064078	6.40488869675964	0.51319	1
ENSDARG00000000540	16	1.9154672349108	2.00055670859706	1.05610604014488	0.551356880920003	7.66186893964319	0.55703	1
ENSDARG00000000568	5	2.83102903733292	2.4840428893166	1.18282510894075	0.417807480369427	6.33037337375221	0.14627	0.651573303757829
ENSDARG00000000651	5	2.37411619325201	2.16000882407617	0.892747894947336	0.376033783639069	5.30868519459451	0.2402	0.778094003795066
ENSDARG00000000656	8	2.26037490535087	1.69587778825119	1.97757322635074	0.874887268332932	6.39330569439001	0.28207	0.831514122928177
ENSDARG00000000666	8	3.42235156935684	3.70240839747242	1.86223868555222	0.544140088419433	9.67987200918657	0.13043	0.624352243409983
ENSDARG00000000729	25	1.42282549511908	1.50703813634281	0.84753079719476	0.595667423800152	7.11412747559541	0.9534	1
ENSDARG00000000767	5	1.33809544305951	0.470158709820762	1.31385402059213	0.981883637229976	2.99207237106376	0.79897	1
ENSDARG00000000779	7	1.57234868152724	1.04782277521322	1.59434245644551	1.01398784835493	4.16004358560137	0.77078	1
ENSDARG00000000830	7	1.98951948649901	1.38555567604735	2.01236951447032	1.01148519937923	5.26377378979332	0.40857	0.930592523987207
ENSDARG00000000853	11	2.20752076244657	2.50423670805849	1.24101521446947	0.56217601011103	7.32151808595454	0.82052	1
ENSDARG00000000861	24	4.27258942405139	3.31113572991116	4.51573362183446	1.05690792483227	20.9313279386755	9e-05	0.00436448863636364
ENSDARG00000000906	1	0.586213345141312	0.586213345141312	NA	NA	0.586213345141312	1	1
ENSDARG00000000935	15	1.94556142314391	1.51348207269889	1.33851663154582	0.687984771708137	7.53512699085995	0.44851	0.959663421052632
ENSDARG00000000943	15	2.67099358933339	2.91016397264651	1.38785306789799	0.519601796664873	10.344713689315	0.0797	0.504628709198813
ENSDARG00000000966	1	2.87496836389162	2.87496836389162	NA	NA	2.87496836389162	0.20936	0.739711775662252
ENSDARG00000001014	30	1.80267070522238	1.38059713033259	1.63989002768829	0.909700270236541	9.87363409004042	0.77496	1
ENSDARG00000001015	34	2.18411903446921	2.11455217600628	1.23936934338603	0.567445878098498	12.7354930226059	0.31557	0.867715834407217
ENSDARG00000001057	8	3.01981391028509	3.05361074546827	1.63570396177432	0.541657204837467	8.54132357553621	0.26337	0.808063856937455
ENSDARG00000001169	3	3.99194254869245	4.06285989074985	0.314321251829761	0.0787389217143709	6.91424731523131	0.04281	0.375610174717369
ENSDARG00000001210	3	1.09565746857391	0.898949716146307	0.973063346531987	0.888109080111059	1.89773440326231	0.90038	1
ENSDARG00000001220	34	1.48535893067293	1.18663362337736	1.51076581063668	1.01710487575703	8.66105647133273	0.99433	1
ENSDARG00000001234	4	1.15789931470167	1.28712585938662	0.563170518796813	0.486372616035199	2.31579862940333	0.81681	1
ENSDARG00000001241	6	3.82411631183083	2.61465942864268	3.59806750003344	0.94088861494666	9.36713368103946	0.1937	0.725475
ENSDARG00000001249	2	3.19635724192627	3.19635724192627	0.730802161257384	0.228635945842201	4.5203317617216	0.11121	0.585911944444444
