counts	instances_pre	instances_post
1	53122036	52634548
2	8927141	9066323
3	1387913	1434650
4	241132	250856
5	31663	34679
6	9970	10914
7	943	1286
8	2154	2324
9	383	494
10	255	314
11	19	57
12	291	320
13	4	25
14	20	38
15	21	43
16	37	47
17	1	6
18	34	37
19	1	7
20	8	14
21	1	3
22	3	8
23	0	3
24	11	13
25	0	2
26	0	2
27	1	2
28	1	3
29	0	1
30	2	2
32	0	1
35	0	1
36	0	1
37	0	1
47	0	1
49	0	1
67	0	1
75	0	1
157	0	1
751	0	1
