unique	unique_null	directional	directional_null	edit_distance
48719798	48719798	48879147	48879147	Single_UMI
0	114	0	112	0
159869	2243	1170	2075	1
29215	20659	28431	19913	2
107873	109470	106783	105256	3
368128	377376	361440	361631	4
900579	929997	892131	896174	5
1893353	1950301	1895085	1896740	6
1213699	1268919	1226316	1229222	7
260722	274359	262733	262966	8
0	0	0	0	9
