counts	instances_pre	instances_post
1	59980775	59206651
2	9187381	9439980
3	1339326	1404881
4	226817	238330
5	27825	30762
6	9575	10410
7	842	1085
8	2106	2229
9	405	482
10	261	292
11	12	53
12	351	377
13	6	19
14	30	43
15	20	24
16	38	52
17	1	7
18	22	23
19	2	4
20	5	5
21	1	3
22	0	1
23	1	1
24	7	9
25	0	1
27	1	1
28	1	1
30	3	4
31	0	1
34	0	1
36	0	2
46	0	1
51	0	1
55	0	1
99	0	1
715	0	1
