unique	unique_null	directional	directional_null	edit_distance
49109451	49109451	49300725	49300725	Single_UMI
0	78	0	87	0
192273	1887	1782	1799	1
26247	17934	25342	16924	2
97939	100294	96677	95847	3
350410	358833	342790	344167	4
892389	924448	881439	884641	5
2021791	2089566	2020931	2024224	6
1445553	1514759	1463476	1463292	7
304962	323765	307853	309309	8
0	0	0	0	9
