unique	unique_null	directional	directional_null	edit_distance
53318464	53318464	53504056	53504056	Single_UMI
0	69	0	68	0
186218	1768	1369	1612	1
25533	16914	24659	16231	2
95319	96240	94160	92269	3
343860	353220	337076	337724	4
879441	911006	869516	873552	5
1925856	1989414	1925373	1928191	6
1467144	1535836	1483015	1484446	7
323399	342303	326010	327085	8
0	0	0	0	9
