counts	instances_pre	instances_post
1	60250614	59687987
2	8578751	8743723
3	1154061	1203772
4	187548	197765
5	21026	24426
6	7517	8775
7	670	1190
8	2013	2300
9	320	495
10	182	293
11	14	100
12	260	335
13	4	48
14	22	67
15	14	38
16	36	56
17	1	18
18	20	28
19	1	16
20	7	14
21	5	10
22	1	5
23	0	9
24	1	10
25	0	4
26	0	2
27	0	4
28	0	2
29	0	1
30	1	3
31	0	1
32	0	4
33	0	1
36	1	1
38	0	1
39	0	1
47	0	1
48	0	2
53	0	1
62	0	1
68	0	1
69	0	1
76	0	1
79	0	1
93	0	1
133	0	1
171	0	1
444	0	1
619	0	1
1627	0	1
