feat	n.vars	mean.s	median.s	sd.s	cv.s	liptak.s	p.nom	fdr
ENSDARG00000000068	9	2.26893190396139	2.4840428893166	0.839696785833178	0.370084613102371	6.80679571188418	0.26078	0.615568009756098
ENSDARG00000000086	24	1.95273461272069	2.05534517359893	1.26995553386094	0.650347223625819	9.56640680847402	0.99881	1
ENSDARG00000000142	10	1.82866790406895	1.99353901823389	0.933224428786005	0.510330184452571	5.78275566090418	0.83716	1
ENSDARG00000000151	5	1.91418360356553	1.56318269850394	0.615409658961653	0.321499806923085	4.28024465898803	0.65226	1
ENSDARG00000000161	28	1.79592732916112	1.46992175949847	1.83918193129686	1.02408482873076	9.50315417140952	0.72496	1
ENSDARG00000000189	4	7.23629480262162	8.37873970524079	2.84187753174789	0.392725505146406	14.4725896052432	0.00037	0.00343323106423778
ENSDARG00000000229	39	2.07335112130414	1.83091073828532	1.37452389164397	0.662947957787002	12.9480736025214	0.27287	0.631546197991392
ENSDARG00000000241	21	2.61308945859677	2.49113100990364	1.58199992512045	0.605413611047968	11.9746802417109	0.35032	0.73880953584659
ENSDARG00000000324	12	2.07208501412855	1.44760361885684	1.9965251411542	0.963534376022635	7.17791304414544	0.91762	1
ENSDARG00000000394	9	2.79721014593671	2.42584775487445	2.05219954325024	0.733659409262227	8.39163043781014	0.82076	1
ENSDARG00000000423	13	1.354059896461	1.25086399803702	0.827809820669566	0.611353916346795	4.88213238673958	0.93584	1
ENSDARG00000000442	11	3.33117618619685	3.31254474950516	1.51229541600643	0.453982416863094	11.048261520182	0.01206	0.0628522778675283
ENSDARG00000000476	13	3.05191063882377	2.47510545179259	1.93351961057157	0.633543979294481	11.0038202964131	0.03038	0.130269224634471
ENSDARG00000000503	21	3.89011694968688	3.45739834149637	3.35442960398912	0.862295310751294	17.8267553841708	0.99993	1
ENSDARG00000000516	3	1.79179716828463	2.2593719040677	1.60977145529355	0.89841165271773	3.10348373232703	0.41943	0.813852098616957
ENSDARG00000000529	27	2.14682184237141	2.39587044179794	1.33396925969834	0.621369334599661	11.1552135173577	0.22707	0.559323863578519
ENSDARG00000000540	38	2.97227533478739	2.3828089831351	1.91589796478484	0.644589665823098	18.3223356944427	0.00419	0.0265670588235294
ENSDARG00000000567	27	2.55261001047572	2.46556228994829	1.76409941801409	0.69109633307648	13.2637506901586	0.0525	0.196555125725338
ENSDARG00000000568	11	4.16528345988901	3.01322197034904	3.3256693833832	0.798425705095186	13.8146823819252	0.0063	0.0374747387830363
ENSDARG00000000651	5	0.647145431781568	0.660662485487632	0.494773522034555	0.764547654570413	1.44706117679204	0.98758	1
ENSDARG00000000656	14	1.38520196913595	1.43033956683207	1.06558615043604	0.769264103126218	5.18295117999133	0.87815	1
ENSDARG00000000666	49	4.78879077399488	4.39460228225435	3.76345127494186	0.785887597215349	33.5215354179642	0	0
ENSDARG00000000729	41	2.46537255837986	2.57406517218829	1.41508680489197	0.573984974434009	15.7860867828639	0.05315	0.198106461301502
ENSDARG00000000767	9	1.28726398593964	1.25086399803702	0.899671865124211	0.698902381291662	3.86179195781892	0.92142	1
ENSDARG00000000779	8	2.73706097815807	1.2764580276318	3.40515662180443	1.24409234904805	7.74157751270664	0.49388	0.8900876424581
ENSDARG00000000830	15	2.57544176877277	2.33494011657969	2.10619461895043	0.81779935562436	9.9746430795839	0.07905	0.267218267551519
ENSDARG00000000837	4	3.56422124386002	4.16952455448134	1.21317601480871	0.340376180883445	7.12844248772003	0.03847	0.155584061847054
ENSDARG00000000853	9	0.946917161387117	0.472342867819784	0.748875610579748	0.790856519574254	2.84075148416135	0.99989	1
ENSDARG00000000861	6	6.46977116598809	7.34740047309274	3.23772709634715	0.500439198432247	15.8476381092422	0.00015	0.00156264800861141
ENSDARG00000000935	34	2.13080877402625	1.74045253578352	1.99870035685064	0.938000810403091	12.4246434584613	0.31719	0.695933987757878
ENSDARG00000001014	36	1.82601816904476	1.53387100099563	1.06106071001299	0.581078944339341	10.9561090142686	0.97987	1
ENSDARG00000001015	129	3.1089372577244	2.66148683163569	3.52355244655374	1.13336235326049	35.310739478921	0	0
ENSDARG00000001057	8	4.09361048957509	4.07838078057298	2.29136742306385	0.559742415381024	11.5784789468597	0.10245	0.3218147030185
ENSDARG00000001162	16	2.60526467281146	2.49198862689373	1.82524081400153	0.700597076776781	10.4210586912458	0.75135	1
ENSDARG00000001169	10	3.70704294909645	3.23424456117313	0.977661060578731	0.263730707737558	11.7226991032124	0.00443	0.0276782052937379
ENSDARG00000001210	3	2.33459727179206	2.46363907899164	0.225257841873864	0.0964868093506142	4.04364108995553	0.49909	0.894977398554753
ENSDARG00000001220	36	1.89876777274533	1.9123642266251	1.48432646933157	0.78173144216865	11.392606636472	0.99975	1
ENSDARG00000001234	8	1.94115507726989	1.97396743699407	1.02067703198465	0.52580911434452	5.49041567388894	0.37963	0.770404516670161
ENSDARG00000001241	5	5.1042832534295	1.29546343041703	6.47906781643234	1.26933939492467	11.4135243310821	0.14983	0.423868675825782
ENSDARG00000001244	15	3.29951102292763	2.45889475792332	2.82555385899613	0.856355332460455	12.7789512424265	0.64615	1
ENSDARG00000001303	19	1.85266859079206	2.01922574346728	1.08227207577894	0.584169279469592	8.0755951631345	0.45011	0.847173197199533
ENSDARG00000001442	4	1.48834997897099	1.37672761967036	0.779530972762894	0.523755154215707	2.97669995794198	0.58697	0.973120496660387
ENSDARG00000001447	20	2.46184960929746	1.94230510211041	2.99925913097435	1.21829502486557	11.0097261535408	0.09401	0.30357983983984
